order_id,InvoiceNo,InvoiceDate,customer_id
238,536794,2010-12-02 15:40:00,22
239,536795,2010-12-02 15:40:00,166
240,536796,2010-12-02 15:46:00,167
241,536797,2010-12-02 15:49:00,168
242,536798,2010-12-02 15:55:00,169
243,536799,2010-12-02 16:00:00,170
244,536800,2010-12-02 16:12:00,171
245,536802,2010-12-02 16:29:00,172
246,536803,2010-12-02 16:33:00,68
247,536804,2010-12-02 16:34:00,173
248,536805,2010-12-02 16:38:00,174
249,536806,2010-12-02 16:42:00,175
250,C536807,2010-12-02 16:45:00,176
251,536808,2010-12-02 16:46:00,177
252,536809,2010-12-02 16:48:00,178
253,536810,2010-12-02 16:50:00,178
254,536811,2010-12-02 16:51:00,178
255,C536812,2010-12-02 16:58:00,127
256,536813,2010-12-02 16:59:00,179
257,C536814,2010-12-02 17:03:00,180
258,C536815,2010-12-02 17:05:00,181
259,C536816,2010-12-02 17:06:00,181
260,C536817,2010-12-02 17:08:00,182
261,C536818,2010-12-02 17:09:00,183
262,536819,2010-12-02 17:12:00,184
263,C536820,2010-12-02 17:14:00,185
264,536821,2010-12-02 17:17:00,186
265,C536822,2010-12-02 17:19:00,187
266,536823,2010-12-02 17:22:00,188
267,536824,2010-12-02 17:24:00,189
268,C536825,2010-12-02 17:27:00,190
269,C536826,2010-12-02 17:30:00,23
270,C536827,2010-12-02 17:31:00,21
271,C536828,2010-12-02 17:35:00,191
272,C536829,2010-12-02 17:36:00,192
273,536830,2010-12-02 17:38:00,193
274,536831,2010-12-02 17:40:00,14
275,536832,2010-12-02 17:41:00,194
276,536833,2010-12-02 17:48:00,195
277,536834,2010-12-02 17:51:00,196
278,536835,2010-12-02 18:06:00,197
279,536836,2010-12-02 18:08:00,185
280,536837,2010-12-02 18:15:00,198
281,536838,2010-12-02 18:23:00,199
282,536839,2010-12-02 18:25:00,200
283,536840,2010-12-02 18:27:00,201
284,536841,2010-12-02 18:27:00,202
285,536842,2010-12-02 18:45:00,203
286,536843,2010-12-02 18:46:00,203
287,536844,2010-12-02 18:49:00,204
288,536845,2010-12-02 19:18:00,205
289,536846,2010-12-02 19:59:00,206
290,536847,2010-12-03 09:31:00,207
291,536848,2010-12-03 09:39:00,21
292,536849,2010-12-03 09:45:00,208
293,C536850,2010-12-03 09:47:00,209
294,536851,2010-12-03 09:49:00,210
295,536852,2010-12-03 09:51:00,211
296,C536853,2010-12-03 10:07:00,212
297,C536854,2010-12-03 10:09:00,213
298,C536855,2010-12-03 10:11:00,214
299,536856,2010-12-03 10:26:00,215
300,536857,2010-12-03 10:33:00,216
301,536858,2010-12-03 10:36:00,217
302,536859,2010-12-03 10:43:00,218
303,536860,2010-12-03 10:43:00,219
304,536861,2010-12-03 10:44:00,220
305,536863,2010-12-03 11:19:00,221
306,536874,2010-12-03 11:35:00,222
307,536884,2010-12-03 11:42:00,223
308,536890,2010-12-03 11:48:00,182
309,536938,2010-12-03 12:05:00,224
310,536943,2010-12-03 12:11:00,225
311,536944,2010-12-03 12:20:00,226
312,536945,2010-12-03 12:24:00,227
313,536946,2010-12-03 12:28:00,228
314,536947,2010-12-03 12:29:00,228
315,536954,2010-12-03 12:41:00,8
316,536956,2010-12-03 12:43:00,229
317,536957,2010-12-03 12:43:00,8
318,536960,2010-12-03 12:48:00,230
319,536967,2010-12-03 12:57:00,231
320,536968,2010-12-03 13:09:00,232
321,536969,2010-12-03 13:10:00,232
322,536970,2010-12-03 13:12:00,233
323,536971,2010-12-03 13:40:00,234
324,536972,2010-12-03 13:42:00,235
325,536973,2010-12-03 13:43:00,236
326,536974,2010-12-03 13:59:00,237
327,536975,2010-12-03 14:04:00,68
328,536976,2010-12-03 14:18:00,238
329,536977,2010-12-03 14:18:00,239
330,C536978,2010-12-03 14:19:00,239
331,C536979,2010-12-03 14:23:00,70
332,536980,2010-12-03 14:26:00,240
333,536981,2010-12-03 14:26:00,238
334,536983,2010-12-03 14:30:00,241
335,536984,2010-12-03 14:35:00,70
336,536985,2010-12-03 14:40:00,242
337,536986,2010-12-03 14:40:00,243
338,536987,2010-12-03 14:54:00,244
339,536988,2010-12-03 15:05:00,245
340,536989,2010-12-03 15:10:00,245
341,536990,2010-12-03 15:14:00,246
342,536992,2010-12-03 15:16:00,247
343,536993,2010-12-03 15:19:00,248
344,536994,2010-12-03 15:25:00,249
345,537022,2010-12-03 15:45:00,250
346,537023,2010-12-03 16:02:00,251
347,C537024,2010-12-03 16:21:00,110
348,537026,2010-12-03 16:35:00,252
349,537030,2010-12-03 16:44:00,253
350,537031,2010-12-03 16:45:00,253
351,537034,2010-12-03 17:20:00,254
352,537035,2010-12-03 17:21:00,254
353,537036,2010-12-03 17:28:00,255
354,537037,2010-12-05 10:03:00,256
355,537038,2010-12-05 10:12:00,257
356,C537039,2010-12-05 10:25:00,258
357,537040,2010-12-05 10:27:00,259
358,537041,2010-12-05 10:36:00,260
359,537042,2010-12-05 10:45:00,261
360,C537043,2010-12-05 10:48:00,262
361,537044,2010-12-05 10:52:00,263
362,537045,2010-12-05 10:54:00,264
363,537046,2010-12-05 10:58:00,265
364,537047,2010-12-05 11:02:00,266
365,537048,2010-12-05 11:03:00,266
366,537049,2010-12-05 11:04:00,267
367,537050,2010-12-05 11:10:00,268
368,537051,2010-12-05 11:12:00,258
369,537052,2010-12-05 11:15:00,269
370,537053,2010-12-05 11:38:00,270
371,537054,2010-12-05 11:40:00,271
372,537055,2010-12-05 11:45:00,272
373,537057,2010-12-05 11:49:00,262
374,537058,2010-12-05 11:51:00,273
375,537059,2010-12-05 11:54:00,274
376,537065,2010-12-05 11:57:00,275
377,537067,2010-12-05 11:57:00,274
378,537077,2010-12-05 11:59:00,276
379,537081,2010-12-05 12:00:00,277
380,537086,2010-12-05 12:01:00,277
381,537090,2010-12-05 12:02:00,277
382,537111,2010-12-05 12:08:00,278
383,537117,2010-12-05 12:09:00,279
384,537126,2010-12-05 12:13:00,280
385,537127,2010-12-05 12:13:00,281
386,537128,2010-12-05 12:15:00,218
387,537129,2010-12-05 12:15:00,282
388,537130,2010-12-05 12:23:00,283
389,537131,2010-12-05 12:26:00,284
390,537133,2010-12-05 12:29:00,285
391,C537132,2010-12-05 12:29:00,286
392,537134,2010-12-05 12:34:00,287
393,537135,2010-12-05 12:35:00,288
394,537136,2010-12-05 12:42:00,49
395,537137,2010-12-05 12:43:00,289
396,537138,2010-12-05 12:44:00,290
397,537139,2010-12-05 12:47:00,291
398,537140,2010-12-05 12:53:00,49
399,537141,2010-12-05 12:57:00,292
400,537142,2010-12-05 12:57:00,49
401,C537143,2010-12-05 12:58:00,49
402,537144,2010-12-05 13:00:00,293
403,537153,2010-12-05 13:03:00,294
404,537154,2010-12-05 13:05:00,295
405,537155,2010-12-05 13:05:00,49
406,537156,2010-12-05 13:08:00,296
407,C537157,2010-12-05 13:09:00,293
408,537158,2010-12-05 13:10:00,297
409,537159,2010-12-05 13:17:00,10
410,537160,2010-12-05 13:18:00,298
411,537163,2010-12-05 13:21:00,299
412,C537164,2010-12-05 13:21:00,10
413,537176,2010-12-05 13:26:00,300
414,537179,2010-12-05 13:29:00,22
415,537192,2010-12-05 13:42:00,301
416,537193,2010-12-05 13:49:00,302
417,537194,2010-12-05 13:53:00,303
418,537195,2010-12-05 13:55:00,9
419,537196,2010-12-05 13:55:00,304
420,537197,2010-12-05 14:02:00,305
421,537198,2010-12-05 14:03:00,305
422,537199,2010-12-05 14:06:00,306
423,537200,2010-12-05 14:17:00,307
424,537201,2010-12-05 14:19:00,71
425,537202,2010-12-05 14:25:00,308
426,C537203,2010-12-05 14:44:00,94
427,537204,2010-12-05 14:45:00,309
428,537205,2010-12-05 14:52:00,310
429,537206,2010-12-05 15:02:00,96
430,537207,2010-12-05 15:06:00,303
431,537208,2010-12-05 15:12:00,311
432,537209,2010-12-05 15:12:00,94
433,537210,2010-12-05 15:15:00,312
434,537211,2010-12-05 15:18:00,313
435,537212,2010-12-05 15:21:00,314
436,537213,2010-12-05 15:26:00,49
437,537214,2010-12-05 15:35:00,315
438,537215,2010-12-05 15:38:00,316
439,537216,2010-12-05 15:40:00,317
440,537217,2010-12-05 15:40:00,317
441,537218,2010-12-05 15:46:00,318
442,537219,2010-12-05 15:47:00,319
443,537221,2010-12-05 15:54:00,320
444,537222,2010-12-05 16:00:00,321
445,537223,2010-12-05 16:10:00,322
446,537224,2010-12-05 16:24:00,323
447,537225,2010-12-05 16:41:00,49
448,537226,2010-12-06 08:34:00,324
449,537227,2010-12-06 08:42:00,325
450,537228,2010-12-06 08:43:00,325
451,537229,2010-12-06 08:44:00,325
452,537231,2010-12-06 09:21:00,326
453,C537232,2010-12-06 09:31:00,327
454,537233,2010-12-06 09:37:00,328
455,C537234,2010-12-06 09:40:00,329
456,537235,2010-12-06 09:45:00,140
457,537236,2010-12-06 09:52:00,330
458,537238,2010-12-06 10:03:00,329
459,537239,2010-12-06 10:05:00,331
460,537241,2010-12-06 10:18:00,332
461,537242,2010-12-06 10:19:00,333
462,537243,2010-12-06 10:19:00,334
463,537244,2010-12-06 10:20:00,335
464,537245,2010-12-06 10:24:00,333
465,537246,2010-12-06 10:27:00,336
466,537247,2010-12-06 10:34:00,337
467,537248,2010-12-06 10:36:00,338
468,537249,2010-12-06 10:38:00,61
469,537250,2010-12-06 10:43:00,339
470,537254,2010-12-06 11:01:00,340
471,537255,2010-12-06 11:03:00,181
472,537256,2010-12-06 11:06:00,42
473,537257,2010-12-06 11:10:00,341
474,537258,2010-12-06 11:16:00,342
475,537262,2010-12-06 11:26:00,343
476,537265,2010-12-06 11:26:00,344
477,537298,2010-12-06 11:37:00,345
478,537301,2010-12-06 11:38:00,346
479,537312,2010-12-06 11:42:00,347
480,537313,2010-12-06 11:42:00,348
481,C537314,2010-12-06 11:42:00,345
482,C537320,2010-12-06 11:47:00,349
483,537332,2010-12-06 11:58:00,350
484,C537333,2010-12-06 12:00:00,351
485,537334,2010-12-06 12:06:00,352
486,537335,2010-12-06 12:15:00,353
487,537346,2010-12-06 12:21:00,354
488,537350,2010-12-06 12:23:00,355
489,537351,2010-12-06 12:23:00,356
490,537354,2010-12-06 12:23:00,49
491,537359,2010-12-06 12:30:00,357
492,537360,2010-12-06 12:31:00,358
493,537362,2010-12-06 12:34:00,359
494,537365,2010-12-06 12:38:00,360
495,537366,2010-12-06 12:39:00,361
496,537367,2010-12-06 12:39:00,360
497,537368,2010-12-06 12:40:00,68
498,537369,2010-12-06 12:41:00,362
499,537370,2010-12-06 12:44:00,363
500,537371,2010-12-06 12:47:00,364
501,537372,2010-12-06 12:52:00,365
502,537374,2010-12-06 12:55:00,366
503,537375,2010-12-06 12:55:00,367
504,C537373,2010-12-06 12:55:00,368
505,537376,2010-12-06 12:59:00,369
506,537377,2010-12-06 13:01:00,370
507,537378,2010-12-06 13:06:00,68
508,537380,2010-12-06 13:12:00,370
509,C537379,2010-12-06 13:12:00,370
510,537381,2010-12-06 13:13:00,371
511,537382,2010-12-06 13:13:00,372
512,C537383,2010-12-06 13:17:00,373
513,537384,2010-12-06 13:21:00,374
514,537385,2010-12-06 13:22:00,368
515,537386,2010-12-06 13:32:00,68
516,537387,2010-12-06 13:34:00,77
517,537388,2010-12-06 13:35:00,375
518,537389,2010-12-06 13:41:00,186
519,537390,2010-12-06 13:47:00,376
520,537391,2010-12-06 13:53:00,373
521,537392,2010-12-06 13:58:00,377
522,537393,2010-12-06 13:59:00,259
523,537394,2010-12-06 14:00:00,259
524,537395,2010-12-06 14:05:00,378
525,537396,2010-12-06 14:08:00,379
526,537397,2010-12-06 14:19:00,380
527,C537398,2010-12-06 14:22:00,304
528,537399,2010-12-06 14:31:00,381
529,537400,2010-12-06 14:36:00,382
530,537403,2010-12-06 14:43:00,382
531,C537402,2010-12-06 14:43:00,317
532,537404,2010-12-06 14:46:00,382
533,537405,2010-12-06 14:51:00,70
534,C537406,2010-12-06 14:53:00,317
535,537407,2010-12-06 14:55:00,317
536,C537408,2010-12-06 14:55:00,317
537,537409,2010-12-06 15:00:00,383
538,537410,2010-12-06 15:03:00,384
539,537412,2010-12-06 15:06:00,384
540,C537413,2010-12-06 15:07:00,384
541,537415,2010-12-06 15:09:00,385
542,C537414,2010-12-06 15:09:00,386
543,C537416,2010-12-06 15:10:00,387
544,C537417,2010-12-06 15:12:00,388
545,537418,2010-12-06 15:13:00,225
546,537419,2010-12-06 15:14:00,389
547,537420,2010-12-06 15:18:00,390
548,537421,2010-12-06 15:25:00,391
549,537422,2010-12-06 15:27:00,392
550,537423,2010-12-06 15:34:00,393
551,537424,2010-12-06 15:35:00,394
552,537428,2010-12-06 15:38:00,395
553,537429,2010-12-06 15:54:00,49
554,C537431,2010-12-06 16:10:00,396
555,537433,2010-12-06 16:36:00,397
556,537435,2010-12-06 16:58:00,32
557,537440,2010-12-06 17:16:00,398
558,537441,2010-12-06 17:26:00,399
559,C537444,2010-12-07 08:42:00,400
560,C537445,2010-12-07 08:57:00,401
561,537446,2010-12-07 09:13:00,263
562,537447,2010-12-07 09:21:00,402
563,537448,2010-12-07 09:23:00,403
564,537456,2010-12-07 09:43:00,403
565,537457,2010-12-07 09:51:00,17
566,537458,2010-12-07 09:55:00,404
567,537459,2010-12-07 09:57:00,405
568,537460,2010-12-07 10:04:00,406
569,537461,2010-12-07 10:06:00,407
570,537462,2010-12-07 10:06:00,170
571,537463,2010-12-07 10:08:00,408
572,537464,2010-12-07 10:14:00,409
573,537465,2010-12-07 10:32:00,410
574,537467,2010-12-07 10:36:00,411
575,537468,2010-12-07 10:36:00,275
576,537469,2010-12-07 10:43:00,412
577,537470,2010-12-07 10:47:00,413
578,537471,2010-12-07 10:51:00,350
579,537472,2010-12-07 11:11:00,175
580,537476,2010-12-07 11:26:00,153
581,537484,2010-12-07 11:30:00,414
582,537489,2010-12-07 11:33:00,111
583,537509,2010-12-07 11:41:00,415
584,537523,2010-12-07 11:45:00,416
585,C537530,2010-12-07 11:47:00,417
586,537538,2010-12-07 11:49:00,418
587,537567,2010-12-07 11:59:00,419
588,537592,2010-12-07 12:18:00,420
589,537593,2010-12-07 12:21:00,421
590,537594,2010-12-07 12:28:00,305
591,537595,2010-12-07 12:29:00,422
592,C537596,2010-12-07 12:31:00,239
593,C537597,2010-12-07 12:34:00,423
594,537598,2010-12-07 12:37:00,112
595,537599,2010-12-07 12:37:00,239
596,537601,2010-12-07 12:43:00,134
597,C537602,2010-12-07 12:45:00,17
598,537603,2010-12-07 12:49:00,424
599,537604,2010-12-07 13:01:00,425
600,537605,2010-12-07 13:13:00,426
601,537606,2010-12-07 13:16:00,427
602,537607,2010-12-07 13:18:00,428
603,537608,2010-12-07 13:20:00,429
604,537609,2010-12-07 13:22:00,430
605,C537611,2010-12-07 13:25:00,430
606,537612,2010-12-07 13:28:00,431
607,537614,2010-12-07 13:29:00,432
608,537615,2010-12-07 13:30:00,340
609,537616,2010-12-07 13:30:00,432
610,537617,2010-12-07 13:45:00,433
611,537618,2010-12-07 13:50:00,164
612,537619,2010-12-07 13:53:00,434
613,537620,2010-12-07 14:00:00,435
614,537622,2010-12-07 14:30:00,436
615,537623,2010-12-07 14:31:00,437
616,537624,2010-12-07 14:41:00,49
617,537625,2010-12-07 14:57:00,438
618,537626,2010-12-07 14:57:00,439
619,537627,2010-12-07 14:58:00,440
620,537628,2010-12-07 15:02:00,441
621,537629,2010-12-07 15:03:00,442
622,537631,2010-12-07 15:04:00,442
623,537634,2010-12-07 15:15:00,443
624,537635,2010-12-07 15:18:00,444
625,537636,2010-12-07 15:20:00,445
626,537646,2010-12-07 15:39:00,446
627,537648,2010-12-07 15:48:00,447
628,537649,2010-12-07 15:48:00,448
629,537650,2010-12-07 15:48:00,449
630,537653,2010-12-07 15:54:00,43
631,537655,2010-12-07 16:20:00,450
632,C537656,2010-12-07 16:21:00,5
633,537657,2010-12-07 16:42:00,451
634,537658,2010-12-07 16:43:00,451
635,537659,2010-12-07 16:43:00,451
636,537664,2010-12-07 17:05:00,429
637,537665,2010-12-07 17:19:00,452
638,537667,2010-12-08 08:12:00,453
639,537668,2010-12-08 08:43:00,454
640,537669,2010-12-08 08:58:00,455
641,537670,2010-12-08 09:07:00,456
642,537671,2010-12-08 09:20:00,457
643,537672,2010-12-08 09:30:00,458
644,537673,2010-12-08 09:49:00,459
645,537674,2010-12-08 09:51:00,460
646,537676,2010-12-08 09:53:00,461
647,C537677,2010-12-08 09:55:00,462
648,537678,2010-12-08 09:56:00,463
649,537680,2010-12-08 10:11:00,464
650,537681,2010-12-08 10:11:00,465
651,537682,2010-12-08 10:13:00,464
652,537683,2010-12-08 10:14:00,76
653,C537684,2010-12-08 10:18:00,120
654,537685,2010-12-08 10:21:00,466
655,537686,2010-12-08 10:21:00,467
656,537688,2010-12-08 10:35:00,468
657,537689,2010-12-08 10:36:00,469
658,537690,2010-12-08 10:38:00,470
659,537691,2010-12-08 10:39:00,471
660,537692,2010-12-08 10:40:00,462
661,537693,2010-12-08 10:45:00,472
662,537694,2010-12-08 10:46:00,120
663,537698,2010-12-08 10:51:00,473
664,537700,2010-12-08 10:51:00,90
665,537707,2010-12-08 10:53:00,474
666,537738,2010-12-08 11:02:00,475
667,537743,2010-12-08 11:02:00,475
668,C537746,2010-12-08 11:03:00,401
669,537751,2010-12-08 11:04:00,475
670,537754,2010-12-08 11:16:00,476
671,537755,2010-12-08 11:31:00,477
672,C537756,2010-12-08 11:33:00,478
673,537757,2010-12-08 11:38:00,479
674,537758,2010-12-08 11:41:00,480
675,537759,2010-12-08 11:42:00,481
676,537760,2010-12-08 11:42:00,482
677,537761,2010-12-08 11:43:00,481
678,537762,2010-12-08 12:01:00,483
679,C537763,2010-12-08 12:03:00,484
680,537764,2010-12-08 12:06:00,485
681,537765,2010-12-08 12:08:00,94
682,537766,2010-12-08 12:08:00,325
683,537767,2010-12-08 12:09:00,5
684,537768,2010-12-08 12:11:00,469
685,537769,2010-12-08 12:17:00,401
686,537770,2010-12-08 12:24:00,486
687,537771,2010-12-08 12:29:00,423
688,537772,2010-12-08 12:35:00,487
689,537773,2010-12-08 12:36:00,488
690,537774,2010-12-08 12:40:00,131
691,537775,2010-12-08 12:41:00,489
692,537780,2010-12-08 12:45:00,490
693,537781,2010-12-08 12:46:00,491
